部门id,部门,辅助分类,品种编号,品种名称,日期,台号,单价,销售量,赠送数量,取消数量,销售金额,赠送金额,取消金额,金额百分比,成本
4,中厨,其他,110313414,秘制黑叉烧,2014_09_28,V5,42,1,0,0,45,0,0,0.1627,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_08,V1,42,1,0,0,45,0,0,0.1214,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_18,V1,42,1,0,0,45,0,0,0.0759,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_09,V8,42,1,0,0,45,0,0,0.1158,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_28,V2,42,1,0,0,45,0,0,0.1627,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_12,213,42,1,0,0,45,0,0,0.1101,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_22,V2,42,1,0,0,45,0,0,0.1183,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_26,232,42,1,0,0,42,0,0,0.1277,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_18,V8,42,1,0,0,42,0,0,0.0708,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_18,V15,42,1,0,0,45,0,0,0.0759,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_29,V2,42,1,0,0,45,0,0,0.165,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_03,225,42,1,0,0,45,0,0,0.1117,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_20,V15,42,1,0,0,45,0,0,0.1089,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_08,V2,42,1,0,0,45,0,0,0.1214,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_03,273,42,1,0,0,42,0,0,0.1042,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_04,283,42,1,0,0,42,0,0,0.1064,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_24,V1,42,1,0,0,42,0,0,0.1222,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_23,V3,42,1,0,0,45,0,0,0.1101,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_11,V1,42,1,0,0,45,0,0,0.134,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_30,V2,42,1,0,0,45,0,0,0.1627,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_25,V2,42,1,0,0,45,0,0,0.1281,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_12,256,42,1,0,0,45,0,0,0.1101,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_17,272,42,1,0,0,45,0,0,0.1719,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_26,231,42,1,0,0,45,0,0,0.1369,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_05,V2,42,1,0,0,42,0,0,0.1007,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_07,213,42,1,0,0,45,0,0,0.0759,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_07,233,42,1,0,0,42,0,0,0.0708,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_04,V7,42,1,0,0,45,0,0,0.114,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_15,231,42,2,0,0,84,0,0,0.1991,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_04,V7,42,1,0,0,42,0,0,0.1064,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_11,261,42,1,0,0,42,0,0,0.125,19.32
7,大厅茶位,其他,110313729,大厅茶位,2014_09_01,261,3,26,0,0,78,0,0,0.202,1.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_10,262,42,1,0,0,45,0,0,0.1584,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_28,266,42,1,0,0,45,0,0,0.1627,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_14,258,42,1,0,0,45,0,0,0.0416,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_18,V8,42,1,0,0,45,0,0,0.0759,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_26,V13,42,2,0,0,90,0,0,0.2737,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_26,223,42,1,0,0,45,0,0,0.1369,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_18,V9,42,1,0,0,45,0,0,0.0759,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_29,283,42,1,0,0,45,0,0,0.165,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_18,V11,42,1,0,0,45,0,0,0.0759,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_30,V5,42,1,0,0,45,0,0,0.1627,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_18,V7,42,2,0,0,84,0,0,0.1417,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_18,V13,42,1,0,0,45,0,0,0.0759,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_19,V12,42,1,0,0,45,0,0,0.1066,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_14,281,42,1,0,0,45,0,0,0.0416,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_16,233,42,1,0,0,45,0,0,0.1646,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_20,V10,42,2,0,0,90,0,0,0.2178,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_21,266,42,1,0,0,42,0,0,0.057,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_17,V15,42,1,0,0,45,0,0,0.1719,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_22,V11,42,1,0,0,45,0,0,0.1183,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_05,281,42,1,0,0,45,0,0,0.1078,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_05,V6,42,1,0,0,45,0,0,0.1078,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_05,加2,42,1,0,0,45,0,0,0.1078,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_07,236,42,1,0,0,45,0,0,0.0759,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_10,233,42,1,0,0,45,0,0,0.1584,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_07,272,42,1,0,0,42,0,0,0.0708,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_29,270,42,1,0,0,45,0,0,0.165,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_06,105,42,1,0,0,45,0,0,0.0611,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_23,V8,42,1,0,0,42,0,0,0.1027,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_20,V1,42,1,0,0,45,0,0,0.1089,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_25,266,42,1,0,0,45,0,0,0.1281,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_16,223,42,1,0,0,45,0,0,0.1646,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_02,258,42,1,0,0,42,0,0,0.1222,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_29,V12,42,1,0,0,45,0,0,0.165,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_10,加6,42,1,0,0,45,0,0,0.1584,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_17,292,42,1,0,0,42,0,0,0.1604,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_05,V1,42,1,0,0,45,0,0,0.1078,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_25,V5,42,1,0,0,45,0,0,0.1281,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_25,223,42,1,0,0,45,0,0,0.1281,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_05,212,42,1,0,0,45,0,0,0.1078,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_16,202,42,1,0,0,45,0,0,0.1646,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_30,266,42,1,0,0,45,0,0,0.1627,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_20,272,42,1,0,0,45,0,0,0.1089,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_10,231,42,1,0,0,45,0,0,0.1584,19.32
4,味部,其他,110313414,秘制黑叉烧,2014_09_13,231,42,1,0,0,45,0,0,0.1089,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_10,232,42,1,0,0,42,0,0,0.1478,19.32
6,点心,其他,110313859,蜜汁叉烧包,2014_09_14,113,14,1,0,0,15,0,0,0.0139,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_14,111,14,2,0,0,30,0,0,0.0277,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_15,115,14,1,0,0,15,0,0,0.0355,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_17,126,14,2,0,0,28,0,0,0.107,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_03,212,14,1,0,0,14,0,0,0.0347,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_09,125,14,1,0,0,15,0,0,0.0386,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_15,102,14,1,0,0,15,0,0,0.0355,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_14,112,14,1,0,0,15,0,0,0.0139,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_27,113,14,2,0,0,30,0,0,0.0789,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_08,233,14,1,0,0,15,0,0,0.0405,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_25,105,14,1,0,0,14,0,0,0.0399,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_15,116,14,1,0,0,15,0,0,0.0355,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_09,112,14,1,0,0,15,0,0,0.0386,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_09,V12,14,1,0,0,15,0,0,0.0386,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_14,235,14,1,0,0,15,0,0,0.0139,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_29,255,14,1,0,0,14,0,0,0.0513,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_13,105,14,2,0,0,28,0,0,0.0677,7.14
2,中厨,其他,110313422,咕噜肉,2014_09_01,261,48,1,0,0,38,0,0,0.0984,22.56
6,点心,其他,110313784,蜜汁叉烧包,2014_09_02,101,14,1,0,0,14,0,0,0.0407,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_14,122,14,1,0,0,15,0,0,0.0139,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_11,263,14,1,0,0,14,0,0,0.0417,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_04,115,14,1,0,0,14,0,0,0.0355,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_02,113,14,1,0,0,14,0,0,0.0407,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_25,125,14,1,0,0,14,0,0,0.0399,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_24,282,14,1,0,0,14,0,0,0.0407,7.14
2,中厨,其他,110313654,兰豆木耳炒鱼青,2014_09_01,261,38,1,0,0,38,0,0,0.0984,16.34
6,点心,其他,110313859,蜜汁叉烧包,2014_09_17,123,14,1,0,0,14,0,0,0.0535,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_26,加2,14,1,0,0,14,0,0,0.0426,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_09,115,14,1,0,0,14,0,0,0.036,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_09,101,14,1,0,0,15,0,0,0.0386,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_11,225,14,1,0,0,14,0,0,0.0417,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_12,113,14,1,0,0,14,0,0,0.0342,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_14,101,14,4,0,0,60,0,0,0.0554,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_30,111,14,1,0,0,15,0,0,0.0542,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_07,125,14,2,0,0,30,0,0,0.0506,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_02,103,14,1,0,0,14,0,0,0.0407,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_15,113,14,2,0,0,30,0,0,0.0711,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_07,122,14,1,0,0,15,0,0,0.0253,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_11,203,14,1,0,0,14,0,0,0.0417,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_29,111,14,1,0,0,14,0,0,0.0513,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_28,272,14,1,0,0,15,0,0,0.0542,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_30,272,14,1,0,0,15,0,0,0.0542,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_02,231,14,1,0,0,14,0,0,0.0407,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_03,203,14,1,0,0,14,0,0,0.0347,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_03,116,14,1,0,0,14,0,0,0.0347,7.14
3,汤水,其他,110313516,是日靓汤,2014_09_01,261,3,9,0,0,27,0,0,0.0699,0.82
6,点心,其他,110313784,蜜汁叉烧包,2014_09_02,216,14,1,0,0,14,0,0,0.0407,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_02,105,14,1,0,0,14,0,0,0.0407,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_11,112,14,1,0,0,14,0,0,0.0417,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_26,111,14,1,0,0,14,0,0,0.0426,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_29,115,14,1,0,0,14,0,0,0.0513,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_28,111,14,1,0,0,15,0,0,0.0542,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_16,101,14,1,0,0,14,0,0,0.0512,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_11,加5,14,1,0,0,14,0,0,0.0417,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_05,加1,14,1,0,0,14,0,0,0.0336,7.14
6,点心,其他,110313859,蜜汁叉烧包,2014_09_13,125,14,1,0,0,14,0,0,0.0339,7.14
6,点心,其他,110313784,蜜汁叉烧包,2014_09_12,221,14,1,0,0,14,0,0,0.0342,7.14
6,点心,其他,110313874,蜜汁叉烧肠,2014_09_15,103,14,1,0,0,15,0,0,0.0355,8.26
6,点心,其他,110313874,蜜汁叉烧肠,2014_09_27,111,14,1,0,0,15,0,0,0.0394,8.26
6,点心,其他,110313874,蜜汁叉烧肠,2014_09_14,111,14,2,0,0,30,0,0,0.0277,8.26
6,点心,其他,110313874,蜜汁叉烧肠,2014_09_26,111,14,1,0,0,14,0,0,0.0426,8.26
6,点心,其他,110313874,蜜汁叉烧肠,2014_09_29,101,14,1,0,0,14,0,0,0.0513,8.26
6,点心,其他,110313874,蜜汁叉烧肠,2014_09_07,105,14,1,0,0,15,0,0,0.0253,8.26
6,点心,其他,110313799,蜜汁叉烧肠,2014_09_02,116,14,1,0,0,14,0,0,0.0407,8.26
6,点心,其他,110313874,蜜汁叉烧肠,2014_09_19,加3,14,1,0,0,15,0,0,0.0355,8.26
2,中厨,中厨,110309373,南乳炒藕片,2014_09_18,V2,28,1,0,0,28,0,0,0.0472,13.32
4,味部,其他,110313474,柠香水晶汾肉,2014_09_18,V2,38,1,0,0,38,0,0,0.0641,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_16,231,38,1,0,0,36,0,0,0.1317,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_08,215,38,2,0,0,76,0,0,0.205,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_05,V10,38,1,0,0,38,0,0,0.0911,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_21,291,38,1,0,0,38,0,0,0.0516,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_12,261,38,1,0,0,38,0,0,0.093,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_25,282,38,1,0,0,38,0,0,0.1082,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_06,258,38,1,0,0,38,0,0,0.0516,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_04,292,38,1,0,0,38,0,0,0.0963,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_13,236,38,1,0,0,38,0,0,0.0919,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_08,213,38,1,0,0,38,0,0,0.1025,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_07,211,38,1,0,0,38,0,0,0.0641,17.1
2,中厨,其他,110313437,养生菜炒土猪柳,2014_09_01,261,45,1,0,0,42,0,0,0.1088,19.35
4,味部,其他,110313474,柠香水晶汾肉,2014_09_19,V10,38,2,0,0,76,0,0,0.1801,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_12,202,38,1,0,0,38,0,0,0.093,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_21,283,38,1,0,0,38,0,0,0.0516,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_19,V7,38,1,0,0,36,0,0,0.0853,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_21,加8,38,1,0,0,36,0,0,0.0489,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_09,V12,38,1,0,0,38,0,0,0.0978,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_26,V11,38,1,0,0,38,0,0,0.1156,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_20,加6,38,1,0,0,38,0,0,0.0919,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_20,V2,38,1,0,0,38,0,0,0.0919,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_23,271,38,1,0,0,38,0,0,0.093,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_08,273,38,1,0,0,38,0,0,0.1025,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_29,233,38,1,0,0,38,0,0,0.1393,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_07,261,38,2,0,0,72,0,0,0.1215,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_08,261,38,1,0,0,38,0,0,0.1025,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_30,V6,38,1,0,0,38,0,0,0.1374,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_08,203,38,1,0,0,38,0,0,0.1025,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_05,291,38,1,0,0,38,0,0,0.0911,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_07,256,38,2,0,0,76,0,0,0.1282,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_09,V5,38,1,0,0,38,0,0,0.0978,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_04,215,38,1,0,0,38,0,0,0.0963,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_09,V11,38,1,0,0,38,0,0,0.0978,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_16,V12,38,1,0,0,38,0,0,0.139,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_26,258,38,1,0,0,38,0,0,0.1156,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_19,283,38,1,0,0,38,0,0,0.0901,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_22,V2,38,1,0,0,38,0,0,0.0999,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_18,V11,38,1,0,0,38,0,0,0.0641,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_15,268,38,1,0,0,38,0,0,0.0901,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_08,V10,38,2,0,0,72,0,0,0.1942,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_08,292,38,1,0,0,38,0,0,0.1025,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_15,263,38,1,0,0,36,0,0,0.0853,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_18,273,38,1,0,0,38,0,0,0.0641,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_10,加2,38,1,0,0,36,0,0,0.1267,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_29,V5,38,1,0,0,38,0,0,0.1393,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_24,V11,38,1,0,0,38,0,0,0.1105,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_09,258,38,1,0,0,38,0,0,0.0978,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_24,V10,38,2,0,0,76,0,0,0.221,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_25,232,38,1,0,0,36,0,0,0.1025,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_12,235,38,1,0,0,38,0,0,0.093,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_08,223,38,1,0,0,36,0,0,0.0971,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_24,V13,38,1,0,0,38,0,0,0.1105,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_15,215,38,1,0,0,38,0,0,0.0901,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_11,215,38,1,0,0,36,0,0,0.1072,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_04,283,38,1,0,0,36,0,0,0.0912,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_26,V1,38,1,0,0,38,0,0,0.1156,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_04,203,38,1,0,0,38,0,0,0.0963,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_21,272,38,1,0,0,36,0,0,0.0489,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_21,281,38,1,0,0,36,0,0,0.0489,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_15,216,38,0,0,-1,0,0,-38,0,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_18,V8,38,1,0,0,38,0,0,0.0641,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_03,265,38,1,0,0,38,0,0,0.0943,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_10,256,38,1,0,0,38,0,0,0.1337,17.1
2,中厨,其他,110313623,野山菌炒鹅肠,2014_09_01,261,38,1,0,0,38,0,0,0.0984,21.66
4,味部,其他,110313474,柠香水晶汾肉,2014_09_06,115,38,1,0,0,36,0,0,0.0489,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_20,加3,38,1,0,0,36,0,0,0.0871,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_11,258,38,1,0,0,38,0,0,0.1131,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_11,291,38,1,0,0,38,0,0,0.1131,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_04,216,38,1,0,0,38,0,0,0.0963,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_25,V12,38,1,0,0,38,0,0,0.1082,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_07,235,38,1,0,0,38,0,0,0.0641,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_20,V11,38,1,0,0,38,0,0,0.0919,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_18,V7,38,1,0,0,36,0,0,0.0607,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_19,292,38,1,0,0,38,0,0,0.0901,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_03,282,38,1,0,0,38,0,0,0.0943,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_23,V15,38,1,0,0,36,0,0,0.0881,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_07,231,38,2,0,0,76,0,0,0.1282,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_23,V12,38,1,0,0,38,0,0,0.093,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_11,221,38,1,0,0,38,0,0,0.1131,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_07,271,38,1,0,0,38,0,0,0.0641,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_10,231,38,1,0,0,38,0,0,0.1337,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_11,V8,38,1,0,0,38,0,0,0.1131,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_18,V6,38,1,0,0,38,0,0,0.0641,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_29,232,38,1,0,0,38,0,0,0.1393,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_05,283,38,1,0,0,38,0,0,0.0911,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_18,V13,38,2,0,0,76,0,0,0.1282,17.1
2,中厨,其他,110313450,原汁原味菜心,2014_09_01,261,32,1,0,0,32,0,0,0.0829,12.8
4,味部,其他,110313474,柠香水晶汾肉,2014_09_29,283,38,1,0,0,38,0,0,0.1393,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_07,255,38,1,0,0,38,0,0,0.0641,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_09,282,38,1,0,0,38,0,0,0.0978,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_16,202,38,1,0,0,38,0,0,0.139,17.1
2,中厨,其他,110313382,冰镇鳝片,2014_09_01,262,78,1,0,0,72,0,0,0.1865,24.96
4,味部,其他,110313474,柠香水晶汾肉,2014_09_25,273,38,1,0,0,38,0,0,0.1082,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_21,272,38,0,0,-1,0,0,-38,0,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_25,271,38,1,0,0,38,0,0,0.1082,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_26,231,38,1,0,0,38,0,0,0.1156,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_12,215,38,1,0,0,38,0,0,0.093,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_17,288,38,1,0,0,38,0,0,0.1452,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_10,V6,38,1,0,0,38,0,0,0.1337,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_09,272,38,1,0,0,38,0,0,0.0978,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_14,266,38,1,0,0,38,0,0,0.0351,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_03,216,38,1,0,0,38,0,0,0.0943,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_18,台2,38,1,0,0,38,0,0,0.0641,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_02,212,38,1,0,0,38,0,0,0.1105,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_02,215,38,1,0,0,38,0,0,0.1105,17.1
2,中厨,其他,110313424,脆皮萝卜鱼松,2014_09_01,262,38,1,0,0,32,0,0,0.0829,15.96
4,味部,其他,110313474,柠香水晶汾肉,2014_09_07,233,38,1,0,0,36,0,0,0.0607,17.1
4,味部,其他,110313474,柠香水晶汾肉,2014_09_06,261,38,0,0,-1,0,0,-38,0,17.1
