部门id,部门,辅助分类,品种编号,品种名称,日期,台号,单价,销售量,赠送数量,取消数量,销售金额,赠送金额,取消金额,金额百分比,成本
2,中厨,其他,110313541,菜心,2014_09_28,255,28,1,0,0,28,0,0,0.1012,15.68
2,中厨,其他,110313541,菜心,2014_09_16,202,28,1,0,0,28,0,0,0.1024,15.68
2,中厨,其他,110313541,菜心,2014_09_28,262,28,1,0,0,28,0,0,0.1012,15.68
2,中厨,其他,110313541,菜心,2014_09_06,103,28,1,0,0,28,0,0,0.038,15.68
2,中厨,其他,110313541,菜心,2014_09_26,V6,28,1,0,0,28,0,0,0.0852,15.68
2,中厨,其他,110313541,菜心,2014_09_28,213,28,1,0,0,28,0,0,0.1012,15.68
2,中厨,其他,110313541,菜心,2014_09_17,258,28,1,0,0,28,0,0,0.107,15.68
2,中厨,其他,110313541,菜心,2014_09_02,256,28,1,0,0,28,0,0,0.0814,15.68
2,中厨,中厨,110309373,菜心炒鹅肠,2014_09_14,285,42,1,0,0,38,0,0,0.0351,21
2,中厨,中厨,110309373,菜心炒肥叉,2014_09_13,233,38,1,0,0,42,0,0,0.1016,13.68
2,中厨,中厨,110309373,菜心炒鸡什,2014_09_23,V12,38,1,0,0,38,0,0,0.093,16.59
2,中厨,其他,110313493,菜心炒鸡杂,2014_09_09,V8,38,1,0,0,35,0,0,0.0901,21.66
2,中厨,其他,110313493,菜心炒鸡杂,2014_09_08,270,38,1,0,0,35,0,0,0.0944,21.66
94,中厨,中厨,110309373,菜心炒牛肉,2014_09_08,加9,42,1,0,0,42,0,0,0.1133,13.44
2,中厨,中厨,110309373,菜心炒肉片,2014_09_03,211,38,1,0,0,45,0,0,0.1117,20.9
2,中厨,中厨,110309373,菜心炒肉片,2014_09_19,273,38,1,0,0,42,0,0,0.0995,20.9
2,中厨,中厨,110309373,菜心炒肉片,2014_09_13,235,38,1,0,0,42,0,0,0.1016,20.9
2,中厨,中厨,110309373,菜心炒肉片,2014_09_26,205,38,1,0,0,45,0,0,0.1369,20.9
2,中厨,中厨,110309373,菜心粒炒饭,2014_09_09,V8,48,1,0,0,28,0,0,0.072,17.76
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_27,103,38,1,0,0,15,0,0,0.0394,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_09,256,38,1,0,0,15,0,0,0.0386,21.28
6,点心,其他,110313805,排骨凤爪饭,2014_09_01,111,16,1,0,0,16,0,0,0.0414,6.88
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_09,113,38,1,0,0,15,0,0,0.0386,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_16,101,38,2,0,0,28,0,0,0.1024,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_16,123,38,2,0,0,28,0,0,0.1024,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_09,125,38,1,0,0,15,0,0,0.0386,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_09,202,38,1,0,0,15,0,0,0.0386,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_09,115,38,1,0,0,15,0,0,0.0386,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_16,125,38,2,0,0,28,0,0,0.1024,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_12,225,38,1,0,0,14,0,0,0.0342,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_13,123,38,1,0,0,14,0,0,0.0339,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_30,258,38,1,0,0,15,0,0,0.0542,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_04,263,38,1,0,0,14,0,0,0.0355,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_07,101,38,1,0,0,15,0,0,0.0253,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_30,116,38,1,0,0,15,0,0,0.0542,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_09,116,38,1,0,0,15,0,0,0.0386,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_16,V13,38,1,0,0,14,0,0,0.0512,21.28
2,点心,其他,110313842,三丝炒河粉,2014_09_01,111,28,2,0,0,22,0,0,0.057,9.24
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_09,258,38,1,0,0,15,0,0,0.0386,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_12,221,38,1,0,0,14,0,0,0.0342,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_16,116,38,1,0,0,14,0,0,0.0512,21.28
6,点心,其他,110313837,上汤云吞面,2014_09_01,111,14,1,0,0,14,0,0,0.0363,7
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_08,加1,38,1,0,0,15,0,0,0.0405,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_11,125,38,1,0,0,14,0,0,0.0417,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_09,101,38,1,0,0,15,0,0,0.0386,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_28,226,38,1,0,0,15,0,0,0.0542,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_13,225,38,1,0,0,14,0,0,0.0339,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_30,222,38,1,0,0,15,0,0,0.0542,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_04,111,38,1,0,0,14,0,0,0.0355,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_17,加2,38,1,0,0,14,0,0,0.0535,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_26,205,38,1,0,0,14,0,0,0.0426,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_11,215,38,1,0,0,14,0,0,0.0417,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_15,265,38,1,0,0,15,0,0,0.0355,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_13,115,38,1,0,0,14,0,0,0.0339,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_30,213,38,1,0,0,15,0,0,0.0542,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_13,105,38,1,0,0,14,0,0,0.0339,21.28
6,点心,其他,110313787,鲜虾生肉包,2014_09_01,111,14,1,0,0,14,0,0,0.0363,6.72
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_28,258,38,1,0,0,15,0,0,0.0542,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_06,115,38,1,0,0,15,0,0,0.0204,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_03,123,38,1,0,0,14,0,0,0.0347,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_26,122,38,1,0,0,14,0,0,0.0426,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_30,226,38,1,0,0,15,0,0,0.0542,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_17,126,38,2,0,0,28,0,0,0.107,21.28
5,楼面,其他,110312071,香醇铁观音,2014_09_01,111,6,5,0,0,30,0,0,0.0777,2.1
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_07,123,38,1,0,0,15,0,0,0.0253,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_25,113,38,1,0,0,14,0,0,0.0399,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_25,125,38,1,0,0,14,0,0,0.0399,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_16,226,38,1,0,0,14,0,0,0.0512,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_15,113,38,1,0,0,15,0,0,0.0355,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_11,102,38,1,0,0,14,0,0,0.0417,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_08,226,38,1,0,0,15,0,0,0.0405,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_14,275,38,1,0,0,15,0,0,0.0139,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_08,223,38,1,0,0,15,0,0,0.0405,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_26,102,38,1,0,0,14,0,0,0.0426,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_12,235,38,1,0,0,14,0,0,0.0342,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_26,111,38,1,0,0,14,0,0,0.0426,21.28
6,点心,其他,110313812,香醋浸凤爪,2014_09_01,111,15,1,0,0,14,0,0,0.0363,5.1
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_27,125,38,1,0,0,15,0,0,0.0394,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_24,282,38,1,0,0,14,0,0,0.0407,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_06,102,38,1,0,0,15,0,0,0.0204,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_05,116,38,1,0,0,14,0,0,0.0336,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_21,275,38,1,0,0,15,0,0,0.0204,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_08,211,38,1,0,0,15,0,0,0.0405,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_02,103,38,1,0,0,14,0,0,0.0407,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_30,101,38,1,0,0,15,0,0,0.0542,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_29,加2,38,1,0,0,14,0,0,0.0513,21.28
6,点心,其他,110313798,香菇瘦肉肠,2014_09_01,111,14,1,0,0,14,0,0,0.0363,5.6
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_24,291,38,1,0,0,14,0,0,0.0407,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_17,122,38,1,0,0,14,0,0,0.0535,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_27,101,38,1,0,0,15,0,0,0.0394,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_26,125,38,1,0,0,14,0,0,0.0426,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_06,261,38,1,0,0,15,0,0,0.0204,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_26,加2,38,1,0,0,14,0,0,0.0426,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_05,101,38,2,0,0,28,0,0,0.0671,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_08,112,38,1,0,0,15,0,0,0.0405,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_07,102,38,1,0,0,15,0,0,0.0253,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_14,123,38,1,0,0,15,0,0,0.0139,21.28
6,点心,其他,110313819,香煎葱油饼,2014_09_01,111,9,1,0,0,9,0,0,0.0233,3.87
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_05,115,38,1,0,0,14,0,0,0.0336,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_14,112,38,1,0,0,15,0,0,0.0139,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_12,122,38,1,0,0,14,0,0,0.0342,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_26,112,38,2,0,0,28,0,0,0.0852,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_27,232,38,1,0,0,15,0,0,0.0394,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_10,113,38,1,0,0,14,0,0,0.0493,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_10,125,38,1,0,0,14,0,0,0.0493,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_05,112,38,1,0,0,14,0,0,0.0336,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_03,122,38,1,0,0,14,0,0,0.0347,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_29,255,38,1,0,0,14,0,0,0.0513,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_08,105,38,1,0,0,15,0,0,0.0405,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_29,263,38,1,0,0,14,0,0,0.0513,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_28,213,38,1,0,0,15,0,0,0.0542,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_27,122,38,1,0,0,15,0,0,0.0394,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_08,111,38,1,0,0,15,0,0,0.0405,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_28,222,38,1,0,0,15,0,0,0.0542,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_06,112,38,1,0,0,15,0,0,0.0204,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_23,加6,38,1,0,0,14,0,0,0.0342,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_10,288,38,1,0,0,14,0,0,0.0493,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_13,113,38,1,0,0,14,0,0,0.0339,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_03,加9,38,1,0,0,14,0,0,0.0347,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_13,103,38,1,0,0,14,0,0,0.0339,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_02,202,38,1,0,0,14,0,0,0.0407,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_28,101,38,1,0,0,15,0,0,0.0542,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_27,111,38,1,0,0,15,0,0,0.0394,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_03,115,38,1,0,0,14,0,0,0.0347,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_28,116,38,1,0,0,15,0,0,0.0542,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_02,105,38,1,0,0,14,0,0,0.0407,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_03,125,38,1,0,0,14,0,0,0.0347,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_06,216,38,0,0,-1,0,0,-38,0,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_08,101,38,1,0,0,15,0,0,0.0405,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_10,115,38,2,0,0,28,0,0,0.0985,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_07,272,38,1,0,0,15,0,0,0.0253,21.28
2,点心,其他,110313870,菜心粒咸骨粥,2014_09_29,113,38,2,0,0,28,0,0,0.1027,21.28
2,点心,其他,110313795,菜心粒咸骨粥,2014_09_10,加9,38,1,0,0,14,0,0,0.0493,21.28
94,点心,其他,110313528,菜心粒粥,2014_09_17,V2,32,1,0,0,28,0,0,0.107,17.6
94,点心,其他,110313528,菜心粒粥,2014_09_26,V12,32,1,0,-1,28,0,-32,0.0852,17.6
94,点心,其他,110313528,菜心粒粥,2014_09_20,V5,32,1,0,0,28,0,0,0.0677,17.6
94,点心,其他,110313528,菜心粒粥,2014_09_29,V6,32,1,0,0,28,0,0,0.1027,17.6
94,点心,其他,110313528,菜心粒粥,2014_09_25,V11,32,1,0,0,28,0,0,0.0797,17.6
94,点心,其他,110313528,菜心粒粥,2014_09_04,V9,32,1,0,0,42,0,0,0.1064,17.6
94,点心,其他,110313528,菜心粒粥,2014_09_18,V5,32,1,0,0,28,0,0,0.0472,17.6
94,点心,其他,110313528,菜心粒粥,2014_09_29,V15,32,1,0,0,28,0,0,0.1027,17.6
6,点心,其他,110309377,菜心斋汤面1碗,2014_09_09,V8,8,1,0,0,8,0,0,0.0206,3.92
5,楼面,其他,110309383,茶杯,2014_09_18,V12,5,1,0,0,5,0,0,0.0084,2.15
2,中厨,中厨,110309373,茶树菇炒土猪肉,2014_09_08,282,45,1,0,0,45,0,0,0.1214,25.2
4,味部,其他,110313483,潮式卤水拼盘,2014_09_23,V12,58,1,0,0,48,0,0,0.1174,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_16,202,58,1,0,0,48,0,0,0.1756,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_02,258,58,1,0,0,48,0,0,0.1396,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_19,V1,58,1,0,0,48,0,0,0.1138,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_24,V5,58,1,0,0,48,0,0,0.1396,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_04,262,58,1,0,0,43,0,0,0.109,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_28,272,58,1,0,0,48,0,0,0.1736,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_05,V1,58,1,0,0,48,0,0,0.115,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_06,116,58,1,0,0,48,0,0,0.0652,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_26,V12,58,1,0,0,48,0,0,0.146,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_10,273,58,1,0,0,48,0,0,0.1689,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_27,205,58,1,0,0,48,0,0,0.1262,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_29,226,58,1,0,0,48,0,0,0.176,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_23,V11,58,1,0,0,48,0,0,0.1174,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_30,272,58,1,0,0,48,0,0,0.1736,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_05,V9,58,1,0,0,48,0,0,0.115,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_29,286,58,1,0,0,48,0,0,0.176,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_03,V15,58,1,0,0,48,0,0,0.1191,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_29,261,58,1,0,0,43,0,0,0.1577,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_21,V8,58,0,0,-1,0,0,-58,0,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_09,291,58,1,0,0,48,0,0,0.1235,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_23,V7,58,0,0,-1,0,0,-58,0,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_08,V10,58,2,0,0,86,0,0,0.232,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_21,V3,58,0,0,-1,0,0,-58,0,19.14
6,点心,其他,110313818,香煎韭菜饺,2014_09_01,111,11,2,0,0,22,0,0,0.057,3.63
4,味部,其他,110313483,潮式卤水拼盘,2014_09_03,232,58,2,0,0,86,0,0,0.2134,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_24,V6,58,1,0,0,48,0,0,0.1396,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_22,V3,58,1,0,0,48,0,0,0.1262,19.14
4,味部,其他,110313483,潮式卤水拼盘,2014_09_11,283,58,1,0,0,48,0,0,0.1429,19.14
6,点心,其他,110309377,潮州粥例,2014_09_03,V5,28,1,0,0,28,0,0,0.0695,14.6
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_06,211,32,1,0,0,32,0,0,0.0435,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_23,加8,32,1,0,0,32,0,0,0.0783,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_24,V7,32,1,0,0,32,0,0,0.0931,14.08
6,点心,其他,110313826,香煎罗卜糕,2014_09_01,111,12,1,0,0,11,0,0,0.0285,6.84
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_26,202,32,1,0,0,32,0,0,0.0973,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_13,212,32,1,0,0,32,0,0,0.0774,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_18,V8,32,1,0,0,32,0,0,0.054,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_23,V12,32,1,0,0,32,0,0,0.0783,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_14,286,32,1,0,0,32,0,0,0.0296,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_10,V6,32,1,0,0,32,0,0,0.1126,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_22,V6,32,1,0,0,32,0,0,0.0842,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_07,233,32,1,0,0,32,0,0,0.054,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_11,261,32,1,0,0,32,0,0,0.0953,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_11,203,32,1,0,0,32,0,0,0.0953,14.08
95,点心,其他,110313823,香煎芋丝饼,2014_09_01,111,14,1,0,0,9,0,0,0.0233,5.88
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_05,233,32,1,0,0,32,0,0,0.0767,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_09,213,32,1,0,0,32,0,0,0.0823,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_09,211,32,1,0,0,32,0,0,0.0823,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_04,V7,32,1,0,0,32,0,0,0.0811,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_09,V11,32,1,0,0,32,0,0,0.0823,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_05,V1,32,1,0,0,32,0,0,0.0767,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_30,226,32,1,0,0,32,0,0,0.1157,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_30,V6,32,1,0,0,32,0,0,0.1157,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_25,273,32,1,0,0,32,0,0,0.0911,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_08,215,32,1,0,0,32,0,0,0.0863,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_27,216,32,1,0,0,32,0,0,0.0842,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_07,272,32,1,0,0,32,0,0,0.054,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_20,271,32,1,0,0,32,0,0,0.0774,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_18,V10,32,1,0,0,32,0,0,0.054,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_28,226,32,1,0,0,32,0,0,0.1157,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_05,255,32,1,0,0,32,0,0,0.0767,14.08
2,中厨,其他,110313446,陈醋炒包心菜,2014_09_28,V6,32,1,0,0,32,0,0,0.1157,14.08
5,楼面,其他,110312065,陈年普洱,2014_09_11,115,6,1,0,0,6,0,0,0.0179,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_05,116,6,2,0,0,12,0,0,0.0288,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_05,111,6,7,0,0,24,0,0,0.0575,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_26,111,6,4,0,0,24,0,0,0.073,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_13,105,6,3,0,0,18,0,0,0.0436,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_26,113,6,7,0,0,42,0,0,0.1277,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_17,125,6,6,0,0,36,0,0,0.1375,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_05,103,6,2,0,0,12,0,0,0.0288,3.48
6,点心,其他,110313774,柱侯金钱肚,2014_09_01,111,19,1,0,0,18,0,0,0.0466,9.69
5,楼面,其他,110312065,陈年普洱,2014_09_27,102,6,4,0,0,24,0,0,0.0631,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_02,105,6,6,0,0,36,0,0,0.1047,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,103,6,4,0,0,24,0,0,0.0569,3.48
6,点心,其他,110313830,白灼牛肉丸,2014_09_01,112,18,1,0,0,18,0,0,0.0466,9.18
5,楼面,其他,110312065,陈年普洱,2014_09_27,115,6,2,0,0,12,0,0,0.0316,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,126,6,4,0,0,24,0,0,0.0569,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_29,105,6,3,0,0,18,0,0,0.066,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_17,112,6,7,0,0,42,0,0,0.1604,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_05,102,6,1,0,0,6,0,0,0.0144,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_11,123,6,4,0,0,24,0,0,0.0714,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_17,126,6,2,0,0,12,0,0,0.0458,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_29,115,6,4,0,0,24,0,0,0.088,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_28,125,6,2,0,0,12,0,0,0.0434,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_05,115,6,2,0,0,12,0,0,0.0288,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_05,122,6,4,0,0,24,0,0,0.0575,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_17,101,6,4,0,0,24,0,0,0.0917,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_17,105,6,2,0,0,12,0,0,0.0458,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_07,122,6,3,0,0,18,0,0,0.0304,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_14,115,6,1,0,0,6,0,0,0.0055,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_09,102,6,4,0,0,24,0,0,0.0618,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_14,116,6,5,0,0,30,0,0,0.0277,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_29,123,6,4,0,0,24,0,0,0.088,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_11,125,6,1,0,0,6,0,0,0.0179,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_06,111,6,4,0,0,24,0,0,0.0326,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_30,102,6,5,0,0,30,0,0,0.1085,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_05,101,6,4,0,0,24,0,0,0.0575,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_08,116,6,5,0,0,30,0,0,0.0809,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_13,113,6,6,0,0,36,0,0,0.0871,3.48
6,点心,其他,110313775,百合酱蒸凤爪,2014_09_01,112,17,1,0,0,16,0,0,0.0414,6.8
5,楼面,其他,110312065,陈年普洱,2014_09_12,115,6,3,0,0,18,0,0,0.044,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_12,101,6,1,0,0,6,0,0,0.0147,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_08,113,6,3,0,0,18,0,0,0.0485,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_17,102,6,2,0,0,12,0,0,0.0458,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_17,106,6,6,0,0,36,0,0,0.1375,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_06,115,6,4,0,0,24,0,0,0.0326,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_17,116,6,2,0,0,12,0,0,0.0458,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,125,6,6,0,0,36,0,0,0.0853,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_12,113,6,9,0,0,54,0,0,0.1321,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_17,113,6,2,0,0,12,0,0,0.0458,3.48
